time_s,phase_s
543.000000,-2.333769e+02
544.000000,-2.345282e+02
545.000000,-2.356622e+02
546.000000,-2.366882e+02
547.000000,-2.375609e+02
548.000000,-2.387692e+02
549.000000,-2.392306e+02
550.000000,-2.395635e+02
551.000000,-2.399553e+02
552.000000,-2.402795e+02
553.000000,-2.406198e+02
554.000000,-2.404073e+02
555.000000,-2.411333e+02
556.000000,-2.422420e+02
557.000000,-2.437029e+02
558.000000,-2.454115e+02
559.000000,-2.472302e+02
560.000000,-2.488317e+02
561.000000,-2.499772e+02
562.000000,-2.508538e+02
563.000000,-2.518205e+02
564.000000,-2.530181e+02
565.000000,-2.535305e+02
566.000000,-2.540679e+02
567.000000,-2.550516e+02
568.000000,-2.562688e+02
569.000000,-2.570650e+02
570.000000,-2.580799e+02
571.000000,-2.597774e+02
572.000000,-2.609702e+02
573.000000,-2.620175e+02
574.000000,-2.634762e+02
575.000000,-2.645969e+02
576.000000,-2.661673e+02
577.000000,-2.665963e+02
578.000000,-2.670001e+02
579.000000,-2.680945e+02
580.000000,-2.692709e+02
581.000000,-2.716257e+02
582.000000,-2.735719e+02
583.000000,-2.750608e+02
584.000000,-2.766396e+02
585.000000,-2.773260e+02
586.000000,-2.774968e+02
587.000000,-2.789262e+02
588.000000,-2.803262e+02
589.000000,-2.811578e+02
590.000000,-2.814814e+02
591.000000,-2.828642e+02
592.000000,-2.837238e+02
593.000000,-2.840845e+02
594.000000,-2.859067e+02
595.000000,-2.877650e+02
596.000000,-2.892406e+02
597.000000,-2.906068e+02
598.000000,-2.914005e+02
599.000000,-2.924708e+02
600.000000,-2.943001e+02
601.000000,-2.952965e+02
602.000000,-2.964982e+02
603.000000,-2.970456e+02
604.000000,-2.982933e+02
605.000000,-2.995754e+02
606.000000,-3.003363e+02
607.000000,-3.009688e+02
608.000000,-3.018913e+02
609.000000,-3.036797e+02
610.000000,-3.047760e+02
611.000000,-3.063790e+02
612.000000,-3.076354e+02
613.000000,-3.094287e+02
614.000000,-3.105785e+02
615.000000,-3.121514e+02
616.000000,-3.138422e+02
617.000000,-3.146512e+02
618.000000,-3.155350e+02
619.000000,-3.166408e+02
620.000000,-3.169873e+02
621.000000,-3.180023e+02
622.000000,-3.189187e+02
623.000000,-3.197714e+02
624.000000,-3.209510e+02
625.000000,-3.217724e+02
626.000000,-3.229610e+02
627.000000,-3.240643e+02
628.000000,-3.245454e+02
629.000000,-3.260336e+02
630.000000,-3.279788e+02
631.000000,-3.281721e+02
632.000000,-3.278934e+02
633.000000,-3.289729e+02
634.000000,-3.308615e+02
635.000000,-3.321904e+02
636.000000,-3.334095e+02
637.000000,-3.346007e+02
638.000000,-3.360367e+02
639.000000,-3.367489e+02
640.000000,-3.374346e+02
641.000000,-3.388001e+02
642.000000,-3.391871e+02
643.000000,-3.389444e+02
644.000000,-3.394651e+02
645.000000,-3.403528e+02
646.000000,-3.411948e+02
647.000000,-3.418801e+02
648.000000,-3.434187e+02
649.000000,-3.442774e+02
650.000000,-3.450690e+02
651.000000,-3.449955e+02
652.000000,-3.455382e+02
653.000000,-3.455955e+02
654.000000,-3.466968e+02
655.000000,-3.473149e+02
656.000000,-3.480685e+02
657.000000,-3.493431e+02
658.000000,-3.502231e+02
659.000000,-3.507642e+02
660.000000,-3.520768e+02
661.000000,-3.540709e+02
662.000000,-3.555452e+02
663.000000,-3.573285e+02
664.000000,-3.589473e+02
665.000000,-3.605573e+02
666.000000,-3.628683e+02
667.000000,-3.651162e+02
668.000000,-3.664814e+02
669.000000,-3.682270e+02
670.000000,-3.706394e+02
671.000000,-3.716730e+02
672.000000,-3.726942e+02
673.000000,-3.741068e+02
674.000000,-3.755822e+02
675.000000,-3.760541e+02
676.000000,-3.763482e+02
677.000000,-3.758172e+02
678.000000,-3.759802e+02
679.000000,-3.763173e+02
680.000000,-3.768487e+02
681.000000,-3.770208e+02
682.000000,-3.772052e+02
683.000000,-3.772931e+02
684.000000,-3.781712e+02
685.000000,-3.791737e+02
686.000000,-3.801386e+02
687.000000,-3.805400e+02
688.000000,-3.807072e+02
689.000000,-3.817532e+02
690.000000,-3.829381e+02
691.000000,-3.839374e+02
692.000000,-3.851769e+02
693.000000,-3.862419e+02
694.000000,-3.886741e+02
695.000000,-3.907901e+02
696.000000,-3.929617e+02
697.000000,-3.957307e+02
698.000000,-3.979413e+02
699.000000,-3.999170e+02
700.000000,-4.013959e+02
701.000000,-4.022625e+02
702.000000,-4.036349e+02
703.000000,-4.053384e+02
704.000000,-4.065872e+02
705.000000,-4.074022e+02
706.000000,-4.090096e+02
707.000000,-4.105966e+02
708.000000,-4.115607e+02
709.000000,-4.126875e+02
710.000000,-4.135044e+02
711.000000,-4.145288e+02
712.000000,-4.154285e+02
713.000000,-4.170344e+02
714.000000,-4.183842e+02
715.000000,-4.198716e+02
716.000000,-4.218608e+02
717.000000,-4.239252e+02
718.000000,-4.250865e+02
719.000000,-4.265674e+02
720.000000,-4.283274e+02
721.000000,-4.296507e+02
722.000000,-4.306098e+02
723.000000,-4.329175e+02
724.000000,-4.350077e+02
725.000000,-4.365665e+02
726.000000,-4.370200e+02
727.000000,-4.377359e+02
728.000000,-4.383983e+02
729.000000,-4.398488e+02
730.000000,-4.412889e+02
731.000000,-4.420150e+02
732.000000,-4.427249e+02
733.000000,-4.432259e+02
734.000000,-4.439505e+02
735.000000,-4.444944e+02
736.000000,-4.450178e+02
737.000000,-4.453095e+02
738.000000,-4.457454e+02
739.000000,-4.473062e+02
740.000000,-4.490893e+02
741.000000,-4.494632e+02
742.000000,-4.496527e+02
743.000000,-4.507889e+02
744.000000,-4.522338e+02
745.000000,-4.527291e+02
746.000000,-4.525823e+02
747.000000,-4.520095e+02
748.000000,-4.519802e+02
749.000000,-4.524635e+02
750.000000,-4.531900e+02
751.000000,-4.535419e+02
752.000000,-4.539257e+02
753.000000,-4.543257e+02
754.000000,-4.533337e+02
755.000000,-4.522343e+02
756.000000,-4.515215e+02
757.000000,-4.516372e+02
758.000000,-4.511220e+02
759.000000,-4.505917e+02
760.000000,-4.500948e+02
761.000000,-4.492939e+02
762.000000,-4.487364e+02
763.000000,-4.482392e+02
764.000000,-4.478932e+02
765.000000,-4.479028e+02
766.000000,-4.488207e+02
767.000000,-4.491158e+02
768.000000,-4.495764e+02
769.000000,-4.501085e+02
770.000000,-4.492812e+02
771.000000,-4.481960e+02
772.000000,-4.473071e+02
773.000000,-4.468935e+02
774.000000,-4.462424e+02
775.000000,-4.462035e+02
776.000000,-4.463399e+02
777.000000,-4.470277e+02
778.000000,-4.472317e+02
779.000000,-4.476075e+02
780.000000,-4.485201e+02
781.000000,-4.489312e+02
782.000000,-4.491219e+02
783.000000,-4.485154e+02
784.000000,-4.482525e+02
785.000000,-4.484711e+02
786.000000,-4.487458e+02
787.000000,-4.492160e+02
788.000000,-4.499509e+02
789.000000,-4.511080e+02
790.000000,-4.520025e+02
791.000000,-4.531437e+02
792.000000,-4.544254e+02
793.000000,-4.549565e+02
794.000000,-4.555276e+02
795.000000,-4.568934e+02
796.000000,-4.575235e+02
797.000000,-4.574918e+02
798.000000,-4.573224e+02
799.000000,-4.572353e+02
800.000000,-4.576876e+02
801.000000,-4.586481e+02
802.000000,-4.596912e+02
803.000000,-4.600934e+02
804.000000,-4.602963e+02
805.000000,-4.601065e+02
806.000000,-4.600651e+02
807.000000,-4.607218e+02
808.000000,-4.619645e+02
809.000000,-4.629068e+02
810.000000,-4.636216e+02
811.000000,-4.645296e+02
812.000000,-4.655994e+02
813.000000,-4.663999e+02
814.000000,-4.675040e+02
815.000000,-4.686600e+02
816.000000,-4.694598e+02
817.000000,-4.704831e+02
818.000000,-4.712886e+02
819.000000,-4.721557e+02
820.000000,-4.736302e+02
821.000000,-4.748378e+02
822.000000,-4.753969e+02
823.000000,-4.770964e+02
824.000000,-4.793843e+02
825.000000,-4.814951e+02
826.000000,-4.826913e+02
827.000000,-4.836868e+02
828.000000,-4.845961e+02
829.000000,-4.851112e+02
830.000000,-4.870096e+02
831.000000,-4.876935e+02
832.000000,-4.878097e+02
833.000000,-4.889527e+02
834.000000,-4.899177e+02
835.000000,-4.909593e+02
836.000000,-4.919267e+02
837.000000,-4.923987e+02
838.000000,-4.918868e+02
839.000000,-4.910917e+02
840.000000,-4.909903e+02
841.000000,-4.901121e+02
842.000000,-4.897942e+02
843.000000,-4.889545e+02
844.000000,-4.887950e+02
845.000000,-4.886222e+02
846.000000,-4.881569e+02
847.000000,-4.866206e+02
848.000000,-4.860815e+02
849.000000,-4.863710e+02
850.000000,-4.862195e+02
851.000000,-4.866533e+02
852.000000,-4.872016e+02
853.000000,-4.872576e+02
854.000000,-4.876544e+02
855.000000,-4.880681e+02
856.000000,-4.886489e+02
857.000000,-4.891983e+02
858.000000,-4.899343e+02
859.000000,-4.916430e+02
860.000000,-4.925525e+02
861.000000,-4.941113e+02
862.000000,-4.959198e+02
863.000000,-4.971491e+02
864.000000,-4.982851e+02
865.000000,-4.996630e+02
866.000000,-5.005799e+02
867.000000,-5.023257e+02
868.000000,-5.038237e+02
869.000000,-5.053194e+02
870.000000,-5.065743e+02
871.000000,-5.077291e+02
872.000000,-5.093467e+02
873.000000,-5.103814e+02
874.000000,-5.117871e+02
875.000000,-5.141355e+02
876.000000,-5.165257e+02
877.000000,-5.180532e+02
878.000000,-5.194820e+02
879.000000,-5.207959e+02
880.000000,-5.220157e+02
881.000000,-5.230797e+02
882.000000,-5.239744e+02
883.000000,-5.257767e+02
884.000000,-5.277573e+02
885.000000,-5.296304e+02
886.000000,-5.308471e+02
887.000000,-5.316973e+02
888.000000,-5.334107e+02
889.000000,-5.361393e+02
890.000000,-5.386159e+02
891.000000,-5.406007e+02
892.000000,-5.423065e+02
893.000000,-5.437860e+02
894.000000,-5.449791e+02
895.000000,-5.461411e+02
896.000000,-5.467834e+02
897.000000,-5.480770e+02
898.000000,-5.494537e+02
899.000000,-5.503384e+02
900.000000,-5.518473e+02
901.000000,-5.525634e+02
902.000000,-5.532131e+02
903.000000,-5.537925e+02
904.000000,-5.536904e+02
905.000000,-5.542641e+02
906.000000,-5.539547e+02
907.000000,-5.545923e+02
908.000000,-5.557987e+02
909.000000,-5.565791e+02
910.000000,-5.577399e+02
911.000000,-5.586929e+02
912.000000,-5.590272e+02
913.000000,-5.591912e+02
914.000000,-5.596487e+02
915.000000,-5.593777e+02
916.000000,-5.588535e+02
917.000000,-5.582444e+02
918.000000,-5.580152e+02
919.000000,-5.577720e+02
920.000000,-5.588936e+02
921.000000,-5.596262e+02
922.000000,-5.604597e+02
923.000000,-5.608960e+02
924.000000,-5.614708e+02
925.000000,-5.617126e+02
926.000000,-5.610971e+02
927.000000,-5.611819e+02
928.000000,-5.611572e+02
929.000000,-5.613502e+02
930.000000,-5.614232e+02
931.000000,-5.614199e+02
932.000000,-5.611243e+02
933.000000,-5.604130e+02
934.000000,-5.595297e+02
935.000000,-5.592260e+02
936.000000,-5.590479e+02
937.000000,-5.595897e+02
938.000000,-5.597242e+02
939.000000,-5.593382e+02
940.000000,-5.589488e+02
941.000000,-5.588117e+02
942.000000,-5.584774e+02
943.000000,-5.583046e+02
944.000000,-5.579998e+02
945.000000,-5.582400e+02
946.000000,-5.589506e+02
947.000000,-5.597838e+02
948.000000,-5.619719e+02
949.000000,-5.632648e+02
950.000000,-5.660197e+02
951.000000,-5.679881e+02
952.000000,-5.687877e+02
953.000000,-5.694180e+02
954.000000,-5.706018e+02
955.000000,-5.714472e+02
956.000000,-5.713481e+02
957.000000,-5.716631e+02
958.000000,-5.709578e+02
959.000000,-5.710118e+02
960.000000,-5.709676e+02
961.000000,-5.705221e+02
962.000000,-5.708045e+02
963.000000,-5.717069e+02
964.000000,-5.723723e+02
965.000000,-5.730916e+02
966.000000,-5.743364e+02
967.000000,-5.751929e+02
968.000000,-5.760618e+02
969.000000,-5.762481e+02
970.000000,-5.767109e+02
971.000000,-5.773403e+02
972.000000,-5.778891e+02
973.000000,-5.782787e+02
974.000000,-5.785882e+02
975.000000,-5.795936e+02
976.000000,-5.805974e+02
977.000000,-5.807653e+02
978.000000,-5.815088e+02
979.000000,-5.826474e+02
980.000000,-5.830147e+02
981.000000,-5.833417e+02
982.000000,-5.843709e+02
983.000000,-5.846570e+02
984.000000,-5.845874e+02
985.000000,-5.845890e+02
986.000000,-5.846003e+02
987.000000,-5.853665e+02
988.000000,-5.855002e+02
989.000000,-5.857368e+02
990.000000,-5.858913e+02
991.000000,-5.852981e+02
992.000000,-5.842408e+02
993.000000,-5.829875e+02
994.000000,-5.820211e+02
995.000000,-5.817260e+02
996.000000,-5.813578e+02
997.000000,-5.808787e+02
